,Paper ID,Title,Abstract,Score
12,44a5bfa3f7ab0f7df199e81440995ab24b8e1c58,"Overnutrition in Infants Is Associated With High Level of Leptin, Viral Coinfection and Increased Severity of Respiratory Infections: A Cross-Sectional Study","Objective: To investigate the relationship of overnutrition (obese and overweight) with severity of illness in children hospitalized with acute lower respiratory infections (ALRIs), frequency of viral coinfections and leptin levels. Methods: We studied 124 children <2 years old that were hospitalized for ALRI. Nutritional status was calculated by z-scores according to weight-for-age z-scores, length or height-for-age z-scores, and weight-for-height z-scores. Nasopharyngeal aspirates (NPAs) were obtained and viral respiratory pathogens were identified using reverse transcription polymerase chain reactions (RT-PCR). Respiratory syncytial virus (RSV) load was assessed using quantitative RT-PCR. NPA and plasma leptin level were measured. Clinical data and nutritional status were recorded, and patients were followed up until hospital discharge. Viral coinfection was defined as the presence of two or more viruses detected in the same respiratory sample. Severity of illness was determined by length of hospitalization and duration of oxygen therapy. Results: Children with overnutrition showed a greater frequency of viral coinfection than those with normal weight (71% obese vs. 37% normal weight p = 0.013; 68% overweight vs. 37% normal weight p = 0.004). A lower RSV load was found in obese (5.91 log(10) copies/mL) and overweight children (6.49 log(10) copies/mL) compared to normal weight children (8.06 log(10) copies/mL; p = 0.021 in both cases). In multivariate analysis, obese, and overweight infants <6 months old were associated with longer hospital stays (RR = 1.68; CI: 1.30–2.15 and obese: RR = 1.68; CI: 1.01–2.71, respectively) as well as a greater duration of oxygen therapy (RR = 1.80; IC: 1.41–2.29 and obese: RR = 1.91; CI: 1.15–3.15, respectively). Obese children <6 months showed higher plasma leptin level than normal weight children (7.58 vs. 5.12 ng/μl; p <0.046). Conclusions: In infants younger than 6 months, overnutrition condition was related to increased severity of infections and high plasma leptin level. Also, children with overnutrition showed a greater frequency of viral coinfection and low RSV viral load compared to normal weights children. These findings further contribute to the already existent evidence supporting the importance of overnutrition prevention in pediatric populations.",0.09898296274145602
13,8762adc9311e5803d1de438493772269acfe7fa3,Preparedness and vulnerability of African countries against introductions of 2019-nCoV,"<jats:p>The novel coronavirus (2019-nCoV) epidemic has spread to 23 countries from China. Local cycles of transmission already occurred in 7 countries following case importation. No African country has reported cases yet. The management and control of 2019-nCoV introductions heavily relies on the public health capacity of a country. Here we evaluate the preparedness and vulnerability of African countries against their risk of importation of 2019-nCoV. We used data on air travel volumes departing from airports in the infected provinces in China and directed to Africa to estimate the risk of introduction per country. We determined the countries capacity to detect and respond to cases with two indicators: preparedness, using the WHO International Health Regulation Monitoring and Evaluation Framework; and vulnerability, with the Infectious Disease Vulnerability Index. Countries were clustered according to the Chinese regions contributing the most to their risk.  Findings: Countries at the highest importation risk (Egypt, Algeria, Republic of South Africa) have moderate to high capacity to respond to outbreaks. Countries at moderate risk (Nigeria, Ethiopia, Sudan, Angola, Tanzania, Ghana, Kenya) have variable capacity and high vulnerability. Three clusters of countries are identified that share the same exposure to the risk originating from the provinces of Guangdong, Fujian, and Beijing, respectively.  Interpretation: Several countries in Africa are stepping up their preparedness to detect and cope with 2019-nCoV importations. Resources and intensified surveillance and capacity capacity should be urgently prioritized towards countries at moderate risk that may be ill-prepared to face the importation and to limit onward transmission.</jats:p>",0.09752388589282876
16,eca1cf50bd67a7efbcaf78864f5f5b3b850243d6,Clinical Data on Hospital Environmental Hygiene Monitoring and Medical Staff Protection during the Coronavirus Disease 2019 Outbreak,<jats:p>Background: The outbreak of coronavirus disease 2019 (COVID-19) has placed unprecedented challenges on hospital environmental hygiene and medical staff protection. It is crucial to assess hospital environmental hygiene to understand the most important environmental issues for controlling the spread of COVID-19 in hospitals.  Objective: To detect the presence of COVID-19 in the samples from the area at risk of contamination in the First Hospital of Jilin University. Methods: Viruses in the air were collected by natural sedimentation and air particle sampler methods. Predetermined environmental surfaces were sampled using swabs at seven o'clock in the morning before disinfection. The real-time reverse-transcription PCR method was used to detect the existence of COVID-19 pathogens. Results: Viruses could be detected on the surfaces of the nurse station in the isolation area with suspected patients and in the air of the isolation ward with an intensive care patient. Conclusion: Comprehensive monitoring of hospital environmental hygiene during pandemic outbreaks is conducive to the refinement of hospital infection control. It is of great significance to ensure the safety of medical treatment and the quality of hospital infection control through the monitoring of environmental hygiene.</jats:p>,0.0878972187732911
17,33bd85ea9ca61c4d0674c43ae5b901b271b46f1e,Fractal kinetics of COVID-19 pandemic,"<jats:p>We give an update to the original paper posted on 2/17/20 -- now (as of 3/1/20) the China deaths are rapidly decreasing, and we find an exponential decline to the power law similar to the that predicted by the network model of  \citet{vazquez_polynomial_2006}.  At the same time, we see non-China deaths increasing rapidly, and similar to the early behavior of the China statistics.  Thus, we see three stages of the spread of the disease in terms of number of deaths: exponential growth, power-law behavior, and then exponential decline in the daily rate.          (Original abstract) The novel coronavirus (COVID-19) continues to grow rapidly in China and is spreading in other parts of the world. The classic epidemiological approach in studying this growth is to quantify a reproduction number and infection time, and this is the approach followed by many studies on the epidemiology of this disease.  However, this assumption leads to exponential growth, and while the growth rate is high, it is not following exponential behavior. One approach that is being used is to simply keep adjusting the reproduction number to match the dynamics. Other approaches use rate equations such as the SEIR and logistical models.  Here we show that the current growth closely follows power-law kinetics, indicative of an underlying fractal or small-world network of connections between susceptible and infected individuals. Positive deviations from this growth law might indicate either a failure of the current containment efforts while negative deviations might indicate the beginnings of the end of the pandemic.  We cannot predict the ultimate extent of the pandemic but can get an estimate of the growth of the disease.</jats:p>",0.0876945821185684
18,197489ce2e74e5566e1cd13fdce4a26b4eba45f6,Antiviral activity of iridoid glycosides extracted from Fructus Gardeniae against influenza A virus by PACT-dependent suppression of viral RNA replication,"Epidemic and pandemic influenza A virus (IAV) poses a significant threat to human populations worldwide. Iridoid glycosides are principal bioactive components from the Gardenia jasminoides J. Ellis fruit that exhibit antiviral activity against several strains of IAV. In the present study, we evaluated the protective effect of Fructus Gardeniae iridoid glycoside extracts (IGEs) against IAV by cytopathogenic effect(CPE), MTT and a plaque formation assay in vitro and examined the reduction in the pulmonary index (PI), restoration of body weight, reduction in mortality and increases in survival time in vivo. As a host factor, PACT provides protection against the pathogenic influenza A virus by interacting with IAV polymerase and activating the IFN-I response. To verify the whether IGEs suppress IAV replication in a PACT-dependent manner, IAV RNA replication, expression of PACT and the phosphorylation of eIF2α in A549 cells were detected; the levels of IFNβ, PACT and PKR in mouse lung tissues were determined; and the activity of IAV polymerase was evaluated in PACT-compromised cells. The results indicated that IGEs sufficiently alleviated cell damage and suppressed IAV replication in vitro, protecting mice from IAV-induced injury and lethal IAV infection. These anti-IAV effects might be related to disrupted interplay between IVA polymerase and PACT and/or prevention of a PACT-dependent overactivated IFN-I antiviral response. Taken together, our findings reveal a new facet of the mechanisms by which IGEs fight the influenza A virus in a PACT-dependent manner.",0.08559495903009477
19,c7c6c6ff7580f79ffba12017575ac3ccca4bc9b7,Endoplasmic reticulum: a focal point of Zika virus infection,"Zika virus (ZIKV) belongs to the Flavivirus genus of the Flaviviridae family. It is an arbovirus that can cause congenital abnormalities and is sexually transmissible. A series of outbreaks accompanied by unexpected severe clinical complications have captured medical attention to further characterize the clinical features of congenital ZIKV syndrome and its underlying pathophysiological mechanisms. Endoplasmic reticulum (ER) and ER-related proteins are essential in ZIKV genome replication. This review highlights the subcellular localization of ZIKV to the ER and ZIKV modulation on the architecture of the ER. This review also discusses ZIKV interaction with ER proteins such as signal peptidase complex subunit 1 (SPCS1), ER membrane complex (EMC) subunits, and ER translocon for viral replication. Furthermore, the review covers several important resulting effects of ZIKV infection to the ER and cellular processes including ER stress, reticulophagy, and paraptosis-like death. Pharmacological targeting of ZIKV-affected ER-resident proteins and ER-associated components demonstrate promising signs of combating ZIKV infection and rescuing host organisms from severe neurologic sequelae.",0.08380068335369503
20,ac35eeb6eaaf382fe0e123719f7dc409046e5d87,Incorporating Human Movement Data to Improve Epidemiological Estimates for 2019-nCoV,"<jats:p>Estimating the key epidemiological features of the novel coronavirus (2019-nCoV) epidemic proves to be challenging, given incompleteness and delays in early data reporting, in particular, the severe under-reporting bias in the epicenter, Wuhan, Hubei Province, China. As a result, the current literature reports widely varying estimates. We developed an alternative geo-stratified debiasing estimation framework by incorporating human mobility with case reporting data in three stratified zones, i.e., Wuhan, Hubei Province excluding Wuhan, and mainland China excluding Hubei. We estimated the latent infection ratio to be around 0.12% (18,556 people) and the basic reproduction number to be 3.24 in Wuhan before the city's lockdown on January 23, 2020. The findings based on this debiasing framework have important implications to prioritization of control and prevention efforts.</jats:p>",0.07853033500425524
21,334dad2c93659c3ffac791c39b0282e7fbe18c52,Assessment of correlates of hand hygiene compliance among final year medical students: a cross-sectional study in the Netherlands,"OBJECTIVES: To identify the factors that influence the hand hygiene compliance of final year medical students, using a theoretical behavioural framework. DESIGN: Cross-sectional survey assessing self-reported compliance and its behavioural correlates. SETTING: Internships of medical students in the Netherlands. PARTICIPANTS: 322 medical students of the Erasmus Medical Center were recruited over a period of 12 months during the Public Health internship, which is the final compulsory internship after an 18-month rotation schedule in all major specialities. PRIMARY AND SECONDARY OUTCOME MEASURES: Behavioural factors influencing compliance to hand hygiene guidelines were measured by means of a questionnaire based on the Theory of Planned Behaviour and Social Ecological Models. Multiple linear regression analysis was used to identify the effect of including attitudes, social norms, self-efficacy, knowledge, risk perception and habit on hand hygiene compliance. RESULTS: We included 313 students in the analysis (response rate 97%). The behavioural model explained 40% of the variance in self-reported compliance (adjusted R(2)=0.40). Hand hygiene compliance was strongly influenced by attitudes (perceived outcomes of preventive actions), self-efficacy (perception of the ability to perform hand hygiene at the clinical ward) and habit, but was not associated with knowledge and risk perception. CONCLUSIONS: Targeting medical students’ behaviour should focus on the empowerment of these juniors and provide them with evidence on the health benefits of prevention, rather than increasing their factual knowledge of procedures. Clinical teaching environments could help them form good patient safety habits during this vital phase of their career.",0.07485557052821104
22,d75c48f51b2a5c26a41fe615339e5947d5e9cb30,Analysis of epidemiological characteristics of coronavirus 2019 infection and preventive measures in Shenzhen China: a heavy population city,"<jats:p>Coronavirus 2019 infection (COVID-19) outbroke in Wuhan, Hubei and spread to all provinces in China and other countries. Shenzhen ranked the top cities outside Wuhan with reported 416 confirmed cases by February 20, 2020. Here, we analyzed the epidemiological characteristics of COVID-19 in Shenzhen and potential link to the preventive strategies for the whole city and inside hospitals.  Based on the daily new cases, the epidemic of COVID-19 in Shenzhen can be classified into three phases: the slow increase phase from January 19 to January 28, the rapid increase and plateau phase from January 29 to February 5 and the decline phase since February 6. In the three phases, the number of patients from Hubei decreased, and the number of familial clustering cases increased. The newly diagnosed COVID-19 cases reached its peak around January 31, which was 7 days after the peak date of cases arrival at Shenzhen. A series of early preventive strategies were implemented since January 19, which included detection of body temperature at all entrances of main traffic and buildings, outpatients service specially for patients with fever in all main hospitals in Shenzhen. All the patients with fever were screened with nasal or throat swab PCR detection of coronavirus 2019, Chest CT and blood lymphocyte counting in order to find out early case of COVID-19. Observation wards were established in every main hospital and a designated hospital was responsible for admission and medical care of all confirmed cases. Protection procedure was established for all medical staff involved in the screening and care of suspected and confirmed cases. 14 days isolated observation of all subjects arrived at Shenzhen from Hubei was implemented in February 2. After the implementation of all these strategies and measures, the COVID-19 cases started to decline since February 6. There were almost no community transmission and nosocomial infection occurred in Shenzhen. In conclusion, in situation of major outbreak of respiratory infectious disease, such as COVID-19, in nearby province of Hubei, Shenzhen, a high population density, high proportion of external population and high mobility city, has to face the imported cases and risk of spreading the outbreak into Shenzhen city. The implementation of early preventive strategies and measures in Shenzhen were successful in early identification of COVID-19 cases and prevented major outbreak occurred in Shenzhen. Early identification of imported cases, prevention of family clustering transmission, preventive measures in the public area and very strict infection control procedure in hospital setting are crucial for the successful control of outbreak in Shenzhen.</jats:p>",0.07452316473799629
23,8b2e50eb3ea84225580fbdbccccb4fcd3f062feb,"Intrinsic growth rules of patients infected, dead and cured with 2019 novel coronavirus in mainland China","<jats:p>Background An outbreak of a novel coronavirus (SARS-CoV-2)-infected pneumonia (COVID-19) was first occurred in Wuhan, China, in December 2019 and then spread rapidly to other regions. It has been declared that at least one confirmed case infected by SARS-CoV-2 was found in each province of China by late January 2020. Methods We collected the time series data of the cumulative number of confirmed infected, dead, and cured cases from the health commissions in 31 provinces in mainland China. A simple descriptive model in a logistic form was formulated to infer the intrinsic epidemic rules of COVID-19. Furthermore, we compared the intrinsic epidemic rules of COVID-19 in Hubei with that of the severe acute respiratory syndrome (SARS) in Beijing, which was obtained from the Ministry of Public Health of China in 2003.  Results The feature of data of three population groups in all the provinces could be well captured (R-square&gt;0.95) by the proposed descriptive model with slight variation among different provinces. By comparing fitted parameters, we found that the fitted curve of the infected case is the earliest to be saturated and has the lowest semi-saturation period in both COVID-19 and SARS. While all three population groups of SARS are later to saturate and have a longer semi-saturation period than that of COVID-19. Conclusions Our model is robust and stable to depict the intrinsic growth rule for the cumulative number of confirmed infected, dead, and cured cases in 30 provinces, which could depict the epidemic situation in mainland China very well. Despite the virus caused SARS (SARS-CoV) and the virus caused COVID-19 (SARS-CoV-2) are homologous, their epidemiologic characteristics are quite different. The duration of the outbreak would be shorter for COVID-19.</jats:p>",0.07267709479934294
