,Paper ID,Title,Abstract,Score
12,6bfd857ccf24e8a07e5ea9241482743ac45fcd36,Multi-epitope vaccine design using an immunoinformatics approach for 2019 novel coronavirus in China (SARS-CoV-2),"A new coronavirus SARS-CoV-2, recently discovered in Wuhan, China, has caused over 74000 infection cases and 2000 deaths. Due to the rapidly growing cases and the unavailability of specific therapy, there is a desperate need for vaccines to combat the epidemic of SARS-CoV-2. In the present study, we performed an in silico approach based on the available virus genome to identify the antigenic B-cell epitopes and human-leukocyte-antigen (HLA) restricted T-cell epitopes. A total of 61 B-cell epitopes were initially identified, 19 of which with higher potential immunogenicity were used for vaccine design. 499 T-cell epitopes were predicted that showed affinity with the 34 most popular HLA alleles in Chinese population. Based on these epitopes, 30 vaccine candidates were designed and inspected against safety risks, including potential toxicity, human homologous, pharmaceutical peptides and bioactive peptides. Majority of vaccine peptides contained both B-cell and T-cell epitopes, which may interact with the most prevalent HLA alleles accounting for ~99% of Chinese population. Docking analysis showed stable hydrogen bonds of epitopes with their corresponding HLA alleles. In conclusion, these putative antigenic peptides may elicit the resistance response to the viral infection. In vitro and in vivo experiments are required to validate the effectiveness of these peptide vaccine.",0.13817080464335954
13,665da35efd7c51c6975857ce12acf7dde04fb510,Designing of a next generation multiepitope based vaccine (MEV) against SARS-COV-2: Immunoinformatics and in silico approaches,"Coronavirus disease 2019 (COVID-19) associated pneumonia caused by severe acute respiratory coronavirus 2 (SARS-COV-2) was first reported in Wuhan, China in December 2019. Till date, no vaccine or completely effective drug is available for the cure of COVID-19. Therefore, an effective vaccine against SARS-COV-2 is needed to be design. This study was conducted to design an effective multi-epitope vaccine (MEV) against SARS-COV-2. Seven antigenic proteins were taken as a target and epitopes (B cell, IFN-{gamma} and T cell) were predicted. Highly antigenic and overlapping epitopes were shortlisted. Selected T cell epitopes indicated significant interactions with the HLA-binding alleles and 99.29% coverage of the worlds population. Finally, 505 amino acids long MEV was designed by connecting sixteen MHC class I and twelve MHC class II epitopes with suitable linkers and adjuvant. Linkers and adjuvant were added to enhance the immunogenicity response of the vaccine. The allergenicity, physiochemical properties, antigenicity and structural details of MEV were analyzed in order to ensure safety and immunogenicity. MEV construct was non-allergenic and antigenic. Molecular docking demonstrated a stable and strong binding affinity of MEV with TLR3 and TLR8. Codon optimization and in silico cloning ensured increased expression in the Escherichia coli K-12 system. However, to ensure its safety and immunogenic profile, the proposed vaccine needs to be experimentally validated.",0.13222328717030518
14,22f3be8bbf6d792549b7a6088df7440e425cb34f,Single cell RNA sequencing of 13 human tissues identify cell types and receptors of human coronaviruses,"The new coronavirus (2019-nCoV) outbreak from December 2019 in Wuhan, Hubei, China, has been declared a global public health emergency. Angiotensin I converting enzyme 2 (ACE2), is the host receptor by 2019-nCov to infect human cells. Although ACE2 is reported to be expressed in lung, liver, stomach, ileum, kidney and colon, its expressing levels are rather low, especially in the lung. 2019-nCoV may use co-receptors/auxiliary proteins as ACE2 partner to facilitate the virus entry. To identify the potential candidates, we explored the single cell gene expression atlas including 119 cell types of 13 human tissues and analyzed the single cell co-expression spectrum of 51 reported RNA virus receptors and 400 other membrane proteins. Consistent with other recent reports, we confirmed that ACE2 was mainly expressed in lung AT2, liver cholangiocyte, colon colonocytes, esophagus keratinocytes, ileum ECs, rectum ECs, stomach epithelial cells, and kidney proximal tubules. Intriguingly, we found that the candidate co-receptors, manifesting the most similar expression patterns with ACE2 across 13 human tissues, are all peptidases, including ANPEP, DPP4 and ENPEP. Among them, ANPEP and DPP4 are the known receptors for human CoVs, suggesting ENPEP as another potential receptor for human CoVs. We also conducted ""CellPhoneDB"" analysis to understand the cell crosstalk between CoV-targets and their surrounding cells across different tissues. We found that macrophages frequently communicate with the CoVs targets through chemokine and phagocytosis signaling, highlighting the importance of tissue macrophages in immune defense and immune pathogenesis.",0.1245439613816821
15,3319392ca8bd2b8f2e2d00bccdb80deaa8a77c2e,Identification of 2019-nCoV related coronaviruses in Malayan pangolins in southern China,"The ongoing outbreak of viral pneumonia in China and beyond is associated with a novel coronavirus, provisionally termed 2019-nCoV. This outbreak has been tentatively associated with a seafood market in Wuhan, China, where the sale of wild animals may be the source of zoonotic infection. Although bats are likely reservoir hosts for 2019-nCoV, the identity of any intermediate host facilitating transfer to humans is unknown. Here, we report the identification of 2019-nCoV related coronaviruses in pangolins (Manis javanica) seized in anti-smuggling operations in southern China. Metagenomic sequencing identified pangolin associated CoVs that belong to two sub-lineages of 2019-nCoV related coronaviruses, including one very closely related to 2019-nCoV in the receptor-binding domain. The discovery of multiple lineages of pangolin coronavirus and their similarity to 2019-nCoV suggests that pangolins should be considered as possible intermediate hosts for this novel human virus and should be removed from wet markets to prevent zoonotic transmission.",0.1183970984191002
16,edee452881f826fb72c58ee68a982789b12aa99d,Demographic Variations of MERS-CoV Infection among Suspected and Confirmed Cases: An Epidemiological Analysis of Laboratory-Based Data from Riyadh Regional Laboratory,"Introduction. Middle East respiratory syndrome coronavirus was first recognized in September 2012 in Saudi Arabia. The clinical presentations of MERS and non-MERS SARI are often similar. Therefore, the identification of suspected cases that may have higher chances of being diagnosed as cases of MERS-CoV is essential. However, the real challenge is to flag these patients through some demographic markers. The nature of these markers has not previously been investigated in Saudi Arabia, and hence, this study aims to identify them. METHODS: It was a surveillance system-based study, for which data from a total of 23,646 suspected patients in Riyadh and Al Qassim regions were analyzed from January 2017 until December 2017 to estimate the prevalence of MERS-CoV among suspected cases and to determine potential demographic risk factors related to the confirmation of the diagnosis. RESULTS: Of 23,646 suspected cases, 119 (0.5%) were confirmed by laboratory results. These confirmed cases (67.2% of which were males) had a mean age of 43.23 years (SD ± 22.8). Around 42.2% of the confirmed cases were aged between 41 and 60 years and about 47% of confirmed cases had their suspected specimen tested in the summer. The study identified three significant and independent predictors for confirmation of the disease: an age between 41 and 60 years, male gender, and summer season admission. CONCLUSION: The study provides evidence that the MERS-CoV epidemic in the subject regions has specific characteristics that might help future plans for the prevention and management of such a contagious disease. Future studies should aim to confirm such findings in other regions of Saudi Arabia as well and explore potential preventable risk factors.",0.11795311503648846
17,8857ba8944f2ae93f5af2424992a8cfcac85765a,Infection Prevention Measures for Surgical Procedures during a Middle East Respiratory Syndrome Outbreak in a Tertiary Care Hospital in South Korea,"In 2015, we experienced the largest in-hospital Middle East respiratory syndrome (MERS) outbreak outside the Arabian Peninsula. We share the infection prevention measures for surgical procedures during the unexpected outbreak at our hospital. We reviewed all forms of related documents and collected information through interviews with healthcare workers of our hospital. After the onset of outbreak, a multidisciplinary team devised institutional MERS-control guidelines. Two standard operating rooms were converted to temporary negative-pressure rooms by physically decreasing the inflow air volume (−4.7 Pa in the main room and −1.2 Pa in the anteroom). Healthcare workers were equipped with standard or enhanced personal protective equipment according to the MERS-related patient’s profile and symptoms. Six MERS-related patients underwent emergency surgery, including four MERS-exposed and two MERS-confirmed patients. Negative conversion of MERS-CoV polymerase chain reaction tests was noticed for MERS-confirmed patients before surgery. MERS-exposed patients were also tested twice preoperatively, all of which were negative. All operative procedures in MERS-related patients were performed without specific adverse events or perioperative MERS transmission. Our experience with setting up a temporary negative-pressure operation room and our conservative approach for managing MERS-related patients can be referred in cases of future unexpected MERS outbreaks in non-endemic countries.",0.11771752921653839
19,a2a6e262098539eb875a26800d9f6d3d0d5d1875,An Effective CTL Peptide Vaccine for Ebola Zaire Based on Survivors' CD8+ Targeting of a Particular Nucleocapsid Protein Epitope with Potential Implications for COVID-19 Vaccine Design,The 2013-2016 West Africa EBOV epidemic was the biggest EBOV outbreak to date. An analysis of virus-specific CD8+ T-cell immunity in 30 survivors showed that 26 of those individuals had a CD8+ response to at least one EBOV protein. The dominant response (25/26 subjects) was specific to the EBOV nucleocapsid protein (NP). It has been suggested that epitopes on the EBOV NP could form an important part of an effective T-cell vaccine for Ebola Zaire. We show that a 9-amino-acid peptide NP44-52 (YQVNNLEEI) located in a conserved region of EBOV NP provides protection against morbidity and mortality after mouse adapted EBOV challenge. A single vaccination in a C57BL/6 mouse using an adjuvanted microsphere peptide vaccine formulation containing NP44-52 is enough to confer immunity in mice. Our work suggests that a peptide vaccine based on CD8+ T-cell immunity in EBOV survivors is conceptually sound and feasible. Nucleocapsid proteins within COVID-19 contain multiple class I epitopes with predicted HLA restrictions consistent with broad population coverage. A similar approach to a CTL vaccine design may be possible for that virus.,0.11504261343122911
20,63c117d5bd4fa8fc29b0b1240e2ea9b75712169e,MRCA time and epidemic dynamics of the 2019 novel coronavirus,"The 2019 novel coronavirus (2019-nCoV) have emerged from Wuhan, China. Studying the epidemic dynamics is crucial for further surveillance and control of the outbreak. We employed a Bayesian framework to infer the time-calibrated phylogeny and the epidemic dynamics represented by the effective reproductive number (Re) changing over time from 33 genomic sequences available from GISAID. The time of the most recent common ancestor (MRCA) was December 17, 2019 (95% HPD: December 7, 2019 - December 23, 2019). The median estimate of Re shifted from 1.6 to 1.1 on around January 1, 2020. This study provides an early insight of the 2019-nCoV epidemic. However, due to limited amount of data, one should be cautious when interpreting the results at this stage.",0.11415920978533978
21,1a7d600387654c0315c076f74d8479adb4403d75,Photonic Crystal Nanobeam Cavities for Nanoscale Optical Sensing: A Review,"The ability to detect nanoscale objects is particular crucial for a wide range of applications, such as environmental protection, early-stage disease diagnosis and drug discovery. Photonic crystal nanobeam cavity (PCNC) sensors have attracted great attention due to high-quality factors and small-mode volumes (Q/V) and good on-chip integrability with optical waveguides/circuits. In this review, we focus on nanoscale optical sensing based on PCNC sensors, including ultrahigh figure of merit (FOM) sensing, single nanoparticle trapping, label-free molecule detection and an integrated sensor array for multiplexed sensing. We believe that the PCNC sensors featuring ultracompact footprint, high monolithic integration capability, fast response and ultrahigh sensitivity sensing ability, etc., will provide a promising platform for further developing lab-on-a-chip devices for biosensing and other functionalities.",0.11324295938077197
22,bbc8c0fb749a7bac1030cf1301654f7063c612dd,A nucleobase-binding pocket in a viral RNA-dependent RNA polymerase contributes to elongation complex stability,"The enterovirus 71 (EV71) 3D(pol) is an RNA-dependent RNA polymerase (RdRP) that plays the central role in the viral genome replication, and is an important target in antiviral studies. Here, we report a crystal structure of EV71 3D(pol) elongation complex (EC) at 1.8 Å resolution. The structure reveals that the 5′-end guanosine of the downstream RNA template interacts with a fingers domain pocket, with the base sandwiched by H44 and R277 side chains through hydrophobic stacking interactions, and these interactions are still maintained after one in-crystal translocation event induced by nucleotide incorporation, implying that the pocket could regulate the functional properties of the polymerase by interacting with RNA. When mutated, residue R277 showed an impact on virus proliferation in virological studies with residue H44 having a synergistic effect. In vitro biochemical data further suggest that mutations at these two sites affect RNA binding, EC stability, but not polymerase catalytic rate (k(cat)) and apparent NTP affinity (K(M,NTP)). We propose that, although rarely captured by crystallography, similar surface pocket interaction with nucleobase may commonly exist in nucleic acid motor enzymes to facilitate their processivity. Potential applications in antiviral drug and vaccine development are also discussed.",0.11309717576015908
