,Paper ID,Title,Abstract,Score
13,004f0f8bb66cf446678dc13cf2701feec4f36d76,Healthcare-resource-adjusted vulnerabilities towards the 2019-nCoV epidemic across China,<jats:p>We integrate the human movement and healthcare resource data to identify cities with high vulnerability towards the 2019-nCoV epidemic with respect to available health resources. The results inform public health responses in multiple ways.</jats:p>,0.13677628095752326
14,317943dec06b88c1c62ef0ecd832f0d644b1d417,"Evaluating new evidence in the early dynamics of the novel coronavirus COVID-19 outbreak in Wuhan, China with real time domestic traffic and potential asymptomatic transmissions","<jats:p>The novel coronavirus (COVID-19), first detected in Wuhan, China in December 2019, has spread to 28 countries/regions with over 43,000 confirmed cases. Much about this outbreak is still unknown. At this early stage of the epidemic, it is important to investigate alternative sources of information to understand its dynamics and spread. With updated real time domestic traffic, this study aims to integrate recent evidence of international evacuees extracted from Wuhan between Jan. 29 and Feb. 2, 2020 to infer the dynamics of the COVD-19 outbreak in Wuhan. In addition, a modified SEIR model was used to evaluate the empirical support for the presence of asymptomatic transmissions. Based on the data examined, this study found little evidence for the presence of asymptomatic transmissions. However, it is still too early to rule out its presence conclusively due to sample size and other limitations. The updated basic reproductive number was found to be 2.12 on average with a 95% credible interval of [2.04, 2.18]. It is smaller than previous estimates probably because the new estimate factors in the social and non-pharmaceutical mitigation implemented in Wuhan through the evacuee dataset. Detailed predictions of infected individuals exported both domestically and internationally were produced. The estimated case confirmation rate has been low but has increased steadily to 23.37% on average. The findings of this study depend on the validity of the underlying assumptions, and continuing work is needed, especially in monitoring the current infection status of Wuhan residents.</jats:p>",0.13429685914697528
15,70cc2e5152d3dc4d44494124ff556c9bbe9e6f41,"Clinical Characteristics of Patients with Severe Pneumonia Caused by the 2019 Novel Coronavirus in Wuhan, China","<jats:p>Abstract Background: A new virus broke out in Wuhan, Hubei, China, and was later named 2019 novel coronavirus (2019-nCoV). The clinical characteristics of severe pneumonia caused by 2019-nCoV are still not clear. Objectives: The aim of this study was to explore the clinical characteristics and risk factors of the severe pneumonia caused by the 2019-nCoV in Wuhan, China. Method: The study included patients hospitalized at the central hospital of Wuhan who had been diagnosed with a pneumonia caused by the novel coronavirus. Clinical features, chronic co-morbidities, demographic data, laboratory examinations, and chest computed tomography (CT) scans were reviewed through electronic medical records. SPSS was used for data analysis to explore the clinical characteristics and risk factors of the patients with the severe pneumonia. Results: A total of 110 patients diagnosed with 2019 novel coronavirus pneumonia were included in the study, including 38 with severe pneumonia and 72 with non-severe pneumonia. Statistical analysis showed that advanced age, an increase of D-dimer, and a decrease of lymphocytes were characteristics of the patients with severe pneumonia. Moreover, in the early stage of the disease, chest CT scans of patients with the severe pneumonia showed the illness can progress rapidly. Conclusions: Advanced age, lymphocyte decline, and D-dimer elevation are important characteristics of patients with severe pneumonia. Clinicians should focus on these characteristics to identify high-risk patients at an early stage.</jats:p>",0.1335975946510505
16,edee452881f826fb72c58ee68a982789b12aa99d,Demographic Variations of MERS-CoV Infection among Suspected and Confirmed Cases: An Epidemiological Analysis of Laboratory-Based Data from Riyadh Regional Laboratory,"Introduction. Middle East respiratory syndrome coronavirus was first recognized in September 2012 in Saudi Arabia. The clinical presentations of MERS and non-MERS SARI are often similar. Therefore, the identification of suspected cases that may have higher chances of being diagnosed as cases of MERS-CoV is essential. However, the real challenge is to flag these patients through some demographic markers. The nature of these markers has not previously been investigated in Saudi Arabia, and hence, this study aims to identify them. METHODS: It was a surveillance system-based study, for which data from a total of 23,646 suspected patients in Riyadh and Al Qassim regions were analyzed from January 2017 until December 2017 to estimate the prevalence of MERS-CoV among suspected cases and to determine potential demographic risk factors related to the confirmation of the diagnosis. RESULTS: Of 23,646 suspected cases, 119 (0.5%) were confirmed by laboratory results. These confirmed cases (67.2% of which were males) had a mean age of 43.23 years (SD ± 22.8). Around 42.2% of the confirmed cases were aged between 41 and 60 years and about 47% of confirmed cases had their suspected specimen tested in the summer. The study identified three significant and independent predictors for confirmation of the disease: an age between 41 and 60 years, male gender, and summer season admission. CONCLUSION: The study provides evidence that the MERS-CoV epidemic in the subject regions has specific characteristics that might help future plans for the prevention and management of such a contagious disease. Future studies should aim to confirm such findings in other regions of Saudi Arabia as well and explore potential preventable risk factors.",0.1328338861683736
18,8a1fde8c65e439496ac5810504de23ef77312f28,Protein structure and sequence re-analysis of 2019-nCoV genome does not indicate snakes as its intermediate host or the unique similarity between its spike protein insertions and HIV-1,"As the infection of 2019-nCoV coronavirus is quickly developing into a global pneumonia epidemic, careful analysis of its transmission and cellular mechanisms is sorely needed. In this report, we re-analyzed the computational approaches and findings presented in two recent manuscripts by Ji et al. (https://doi.org/10.1002/jmv.25682) and by Pradhan et al. (https://doi.org/10.1101/2020.01.30.927871), which concluded that snakes are the intermediate hosts of 2019-nCoV and that the 2019-nCoV spike protein insertions shared a unique similarity to HIV-1. Results from our re-implementation of the analyses, built on larger-scale datasets using state-of-the-art bioinformatics methods and databases, do not support the conclusions proposed by these manuscripts. Based on our analyses and existing data of coronaviruses, we concluded that the intermediate hosts of 2019-nCoV are more likely to be mammals and birds than snakes, and that the ""novel insertions"" observed in the spike protein are naturally evolved from bat coronaviruses.",0.1270213490192758
19,1e0851ed44e0459ff83448af23b81560a41ede72,Late viral or bacterial respiratory infections in lung transplanted patients: impact on respiratory function,"BACKGROUND: Respiratory infections are a major threat for lung recipients. We aimed to compare with a monocentric study the impact of late viral and bacterial respiratory infections on the graft function. METHODS: Patients, who survived 6 months or more following lung transplantation that took place between 2009 and 2014, were classified into three groups: a viral infection group (VIG) (without any respiratory bacteria), a bacterial infection group (BIG) (with or without any respiratory viruses), and a control group (CG) (no documented infection). Chronic lung allograft dysfunction (CLAD) and acute rejection were analysed 6 months after the inclusion in the study. RESULTS: Among 99 included lung recipients, 57 (58%) had at least one positive virological respiratory sample during the study period. Patients were classified as follows: 38 in the VIG, 25 in the BIG (among which 19 co-infections with a virus) and 36 in the CG. The BIG presented a higher initial deterioration in lung function (p = 0.05) than the VIG. But 6 months after the infection, only the VIG presented a median decrease of forced expiratory volume in 1 s; − 35 mL (IQR; − 340; + 80) in the VIG, + 140 mL (+ 60;+ 330) in the BIG and + 10 (− 84;+ 160) in the CG, p < 0.01. Acute rejection was more frequent in the VIG (n = 12 (32%)), than the BIG (n = 6 (24%)) and CG (n = 3 (8%)), p < 0.05, despite presenting no more CLAD (p = 0.21). CONCLUSIONS: Despite a less severe initial presentation, single viral respiratory infections seem to lead to a greater deterioration in lung function, and to more acute rejection, than bacterial infections.",0.12605722928429752
20,0e8fa9095bdee851efc5b262ad11d7a2b72b02ec,"Trends and prediction in daily incidence of novel coronavirus infection in China, Hubei Province and Wuhan City: an application of Farr law","<jats:p>Background: The recent outbreak of novel coronavirus (2019-nCoV) has infected tens of thousands of patients in China. Studies have forecasted future trends of the incidence of 2019-nCoV infection, but appeared unsuccessful. Farr law is a classic epidemiology theory/practice for predicting epidemics. Therefore, we used and validated a model based on Farr law to predict the daily-incidence of 2019-nCoV infection in China and 2 regions of high-incidence.  Methods: We extracted the 2019-nCoV incidence data of China, Hubei Province and Wuhan City from websites of the Chinese and Hubei health commissions. A model based on Farr law was developed using the data available on Feb. 8, 2020, and used to predict daily-incidence of 2019-nCoV infection in China, Hubei Province and Wuhan City afterward.  Results: We observed 50,995 (37001 on or before Feb. 8) incident cases in China from January 16 to February 15, 2020. The daily-incidence has peaked in China, Hubei Providence and Wuhan City, but with different downward slopes. If no major changes occur, our model shows that the daily-incidence of 2019-nCoV will drop to single-digit by February 25 for China and Hubei Province, but by March 8 for Wuhan city. However, predicted 75% confidence intervals of daily-incidence in all 3 regions of interest had an upward trend. The predicted trends overall match the prospectively-collected data, confirming usefulness of these models. Conclusions: This study shows the daily-incidence of 2019-nCoV in China, Hubei Province and Wuhan City has reached the peak and was decreasing. However, there is a possibility of upward trend.</jats:p>",0.12418693977512692
21,4144f646c2005c781d7834d5950dc3490cd082d0,A deep learning algorithm using CT images to screen for Corona Virus Disease (COVID-19),"<jats:p>To control the spread of Corona Virus Disease (COVID-19), screening large numbers of suspected cases for appropriate quarantine and treatment is a priority. Pathogenic laboratory testing is the diagnostic gold standard but it is time consuming with significant false negative results. Fast and accurate diagnostic methods are urgently needed to combat the disease. Based on COVID-19 radiographical changes in CT images, we aimed to develop a deep learning method that could extract COVID-19's graphical features in order to provide a clinical diagnosis ahead of the pathogenic test, thus saving critical time for disease control.  Methods:We collected 1,119 CT images of pathogen-confirmed COVID-19 cases along with those previously diagnosed with typical viral pneumonia. We modified the Inception transfer-learning model to establish the algorithm, followed by internal and external validation.  Results: The internal validation achieved a total accuracy of 89.5% with specificity of 0.88 and sensitivity of 0.87. The external testing dataset showed a total accuracy of 79.3% with specificity of 0.83 and sensitivity of 0.67. In addition, in 54 COVID-19 images that first two nucleic acid test results were negative, 46 were predicted as COVID-19 positive by the algorithm, with the accuracy of 85.2%. Conclusion: These results demonstrate the proof-of-principle for using artificial intelligence to extract radiological features for timely and accurate COVID-19 diagnosis.</jats:p>",0.1215711520959656
22,0c27c0ddaa4761f6155838df81a88d24619720f8,Genome Detective Coronavirus Typing Tool for rapid identification and characterization of novel coronavirus genomes,"SummaryGenome Detective is a web-based, user-friendly software application to quickly and accurately assemble all known virus genomes from next generation sequencing datasets. This application allows the identification of phylogenetic clusters and genotypes from assembled genomes in FASTA format. Since its release in 2019, we have produced a number of typing tools for emergent viruses that have caused large outbreaks, such as Zika and Yellow Fever Virus in Brazil. Here, we present The Genome Detective Coronavirus Typing Tool that can accurately identify novel coronavirus (2019-nCoV) sequences isolated in China and around the world. The tool can accept up to 2,000 sequences per submission and the analysis of a new whole genome sequence will take approximately one minute. The tool has been tested and validated with hundreds of whole genomes from ten coronavirus species, and correctly classified all of the SARS-related coronavirus (SARSr-CoV) and all of the available public data for 2019-nCoV. The tool also allows tracking of new viral mutations as the outbreak expands globally, which may help to accelerate the development of novel diagnostics, drugs and vaccines.  AvailabilityAvailable online: https://www.genomedetective.com/app/typingtool/cov  * Contactkoen@emweb.be and deoliveira@ukzn.ac.za  Supplementary informationSupplementary data is available online.",0.1175711956407696
23,3fe2552d3d8e6c9ead2c41e30fbb69e917277f53,"Clinical Features of Patients Infected with the 2019 Novel Coronavirus (COVID-19) in Shanghai, China","<jats:p>Background: Since mid-December 2019, a cluster of pneumonia-like diseases caused by a novel coronavirus, now designated COVID-19 by the WHO, emerged in Wuhan city and rapidly spread throughout China. Here we identify the clinical characteristics of COVID-19 in a cohort of patients in Shanghai.  Methods: Cases were confirmed by real-time RT-PCR and were analysed for demographic, clinical, laboratory and radiological features.  Results: Of 198 patients, the median duration from disease onset to hospital admission was 4 days. The mean age of the patients was 50.1 years, and 51.0% patients were male. The most common symptom was fever. Less than half of the patients presented with respiratory systems including cough, sputum production, itchy or sore throat, shortness of breath, and chest congestion. 5.6% patients had diarrhoea. On admission, T lymphocytes were decreased in 45.8% patients. Ground glass opacity was the most common radiological finding on chest computed tomography. 9.6% were admitted to the ICU because of the development of organ dysfunction. Compared with patients not treated in ICU, patients treated in the ICU were older, had longer waiting time to admission, fever over 38.5o C, dyspnoea, reduced T lymphocytes, elevated neutrophils and organ failure. Conclusions: In this single centre cohort of COVID-19 patients, the most common symptom was fever, and the most common laboratory abnormality was decreased blood T cell counts. Older age, male, fever over 38.5oC, symptoms of dyspnoea, and underlying comorbidity, were the risk factors most associated with severity of disease. Key words: 2019 novel coronavirus; acute respiratory infection; risk factors for disease severity</jats:p>",0.11683924380645115
