,paperID,abstract,Score
90,fb8e2e76092de55f4b7f22bd0106f6c3853ca3bd,"In the present study, a new hepatic tissue‐origin cell line from European eel Anguilla anguilla has been developed and characterized. This cell line designated EL has been maintained in Leibovitz L‐15 supplemented with 10% fetal bovine serum over 72 months, and subcultured more than 90 times. The EL cell line consisted predominantly of fibroblast‐like cells, which could survive over 100 days in vitro, and could grow at 15–32°C. The optimum temperature for growth was 27°C. The chromosome analysis revealed a modal diploid karyotype of 2n = 38. The origin of this cell line was confirmed by the 18S recombinant (r)RNA sequencing. The susceptibility test indicated significant cytopathic effects in the EL cells with regard to the Rana grylio virus and the Herpesvirus anguillae. The viral replication was confirmed by transmission electron microscopy and polymerase chain reaction analysis. Following poly (I:C) exposure, the expression levels of the immune‐related molecules interferon regulatory factor‐7 (irf7) and transforming growth factor‐β (TGF‐β) were downregulated in EL cells, whereas the expression levels of the rf3 and the cytochrome P450 (CYP450) were upregulated. All four genes were significantly upregulated following inflammation by lipopolysaccharide (LPS). These data suggested the application of EL cell line for viral identification, as well as for immunodiagnosis and pharmacological targeting.",0.66048956
101,d7f54f3f478888e9b3f3571a391ce869f0eac789,"Since the 2019 novel coronavirus (2019-nCoV or officially named by the World Health Organization as COVID-19) outbreak in Wuhan, Hubei Province, China in 2019, there have been a few reports of its imaging findings. Here, we report two confirmed cases of 2019-nCoV pneumonia with chest computed tomography findings of multiple regions of patchy consolidation and ground-glass opacities in both lungs. These findings were characteristically located along the bronchial bundle or subpleural lungs.",0.6573708
104,6a8d67876f9d695b2ad3251846bb303a9cc46ba1,"BACKGROUND: The International Health Regulations state that early detection and immediate reporting of unusual health events is important for early warning and response systems. OBJECTIVE: To describe a pilot surveillance program established in health facilities in Yaoundé, Cameroon in 2017 which aimed to enable detection and reporting of public health events. METHODS: Cameroon’s Ministry of Health, in partnership with the US Centers for Disease Control and Prevention, Cameroon Pasteur Center, and National Public Health Laboratory, implemented event‐based surveillance (EBS) in nine Yaoundé health facilities. Four signals were defined that could indicate possible public health events, and a reporting, triage, and verification system was established among partner organizations. A pre‐defined laboratory algorithm was defined, and a series of workshops trained health facilities, laboratory, and public health staff for surveillance implementation. RESULTS: From May 2017 to January 2018, 30 signals were detected, corresponding to 15 unusual respiratory events. All health facilities reported a signal at least once, and more than three‐quarters of health facilities reported ≥2 times. Among specimens tested, the pathogens detected included Klebsiella pneumoniae, Moraxella catarrhalis, Streptococcus pneumoniae, Haemophilus influenza, Staphylococcus aureus, Pneumocystis jiroveci, influenza A (H1N1) virus, rhinovirus, and adenovirus. CONCLUSIONS: The events detected in this pilot were caused by routine respiratory bacteria and viruses, and no novel influenza viruses or other emerging respiratory threats were identified. The surveillance system, however, strengthened relationships and communication linkages between health facilities and public health authorities. Astute clinicians can play a critical role in early detection and EBS is one approach that may enable reporting of emerging outbreaks and public health events.",0.6535565
115,0293ec2b1cf8097392297cffd06854d2f37348f4,"BACKGROUND: In this study, we evaluated the diagnostic potential and clinical impact of an automated multiplex PCR platform (the FilmArray Respiratory Panel; FA‐RP), specially designed for pathogen detection in respiratory tract infections in adults with unexplained pneumonia (UP). METHODS: A total of 112 UP patients in Shanghai, China, were enrolled prospectively and assessed using the FA‐RP from October 2016 to March 2018. We examined the test results and their influence on clinical decisions. Furthermore, as a control group, we retrospectively obtained the clinical data of 70 UP patients between October 2014 and March 2016 (before the FA‐RP was available). The two patient groups were compared with respect to factors, including general antimicrobial use and defined daily dose (DDD) numbers. RESULTS: Between October 2016 and March 2018, the positive rate obtained using FA‐RP for UP was 76.8%. The primary pathogens in adults with UP were Influenza A/B (47.3%, 53/112). Compared with the patients before FA‐RP was available, patients who underwent FA‐RP testing had higher rates of antiviral drug use and antibiotic de‐escalation during clinical treatment. FA‐RP significantly decreased the total DDDs of antibiotic or antifungal drugs DDDs by 7 days after admission (10.6 ± 2.5 vs 14.1 ± 8.8, P < .01). CONCLUSIONS: The FA‐RP is a rapid and sensitive nucleic acid amplification test method for UP diagnosis in adults. The application of FA‐RP may lead to a more accurately targeted antimicrobial treatment and reduced use of antibiotic/antifungal drugs.",0.648081
126,95cd65dbf317e24c13557dbf46ffbaa4c206f8be,"Porcine deltacoronavirus (PDCoV) is a porcine enteropathogenic coronavirus that causes watery diarrhea, vomiting, and frequently death in piglets, causing serious economic losses to the pig industry. The strain CHN-JS-2017 was isolated and identified by cytopathology, immunofluorescence assays, transmission electron microscopy, and sequence analysis. A nucleotide sequence alignment showed that the whole genome of CHN-JS-2017 is 97.4%–99.6% identical to other PDCoV strains. The pathogenicity of the CHN-JS-2017 strain was investigated in orally inoculated five-day-old piglets; the piglets developed acute, watery diarrhea, but all recovered and survived. CHN-JS-2017 infection-induced microscopic lesions were observed, and viral antigens were detected mainly by immunohistochemical staining in the small intestine. The neonatal Fc receptor (FcRn) and polymeric immunoglobulin receptor (pIgR) are crucial immunoglobulin (Ig) receptors for the transcytosis ofimmunoglobulin G (IgG), IgA, or IgM. Importantly, CHN-JS-2017 infected five-day-old piglets could significantly down-regulate the expression of FcRn, pIgR, and nuclear factor-kappa B (NF-κB)in the intestinal mucosa. Note that the level of FcRn mRNA in the intestinal mucosa of normal piglets is positively correlated with pIgR and NF-κB. At the same time, the expressions of FcRn, pIgR, and NF-κB mRNA are also positively correlated in infected piglets. These results may help explain the immunological and pathological changes associated with porcine deltacorononirus infection.",0.6432624
136,19ebb3ea64083a71dcf7b9c2cd53bc49ec1a90ca,Freya Shearer and co-authors discuss the use of decision analysis in planning for infectious disease pandemics.,0.6394453
137,54775274bbf4947d5312a62a87bedfb1264d7f87,"INTRODUCTION: Annual influenza vaccination is recommended for older adults, but evidence regarding the impact of repeated vaccination has been inconclusive. AIM: We investigated vaccine effectiveness (VE) against laboratory-confirmed influenza and the impact of repeated vaccination over 10 previous seasons on current season VE among older adults. METHODS: We conducted an observational test-negative study in community-dwelling adults aged > 65 years in Ontario, Canada for the 2010/11 to 2015/16 seasons by linking laboratory and health administrative data. We estimated VE using multivariable logistic regression. We assessed the impact of repeated vaccination by stratifying by previous vaccination history. RESULTS: We included 58,304 testing episodes for respiratory viruses, with 11,496 (20%) testing positive for influenza and 31,004 (53%) vaccinated. Adjusted VE against laboratory-confirmed influenza for the six seasons combined was 21% (95% confidence interval (CI): 18 to 24%). Patients who were vaccinated in the current season, but had received no vaccinations in the previous 10 seasons, had higher current season VE (34%; 95%CI: 9 to 52%) than patients who had received 1–3 (26%; 95%CI: 13 to 37%), 4–6 (24%; 95%CI: 15 to 33%), 7–8 (13%; 95%CI: 2 to 22%), or 9–10 (7%; 95%CI: −4 to 16%) vaccinations (trend test p = 0.001). All estimates were higher after correcting for misclassification of current season vaccination status. For patients who were not vaccinated in the current season, residual protection rose significantly with increasing numbers of vaccinations received previously. CONCLUSIONS: Although VE appeared to decrease with increasing numbers of previous vaccinations, current season vaccination likely provides some protection against influenza regardless of the number of vaccinations received over the previous 10 influenza seasons.",0.638479
148,1a7d600387654c0315c076f74d8479adb4403d75,"The ability to detect nanoscale objects is particular crucial for a wide range of applications, such as environmental protection, early-stage disease diagnosis and drug discovery. Photonic crystal nanobeam cavity (PCNC) sensors have attracted great attention due to high-quality factors and small-mode volumes (Q/V) and good on-chip integrability with optical waveguides/circuits. In this review, we focus on nanoscale optical sensing based on PCNC sensors, including ultrahigh figure of merit (FOM) sensing, single nanoparticle trapping, label-free molecule detection and an integrated sensor array for multiplexed sensing. We believe that the PCNC sensors featuring ultracompact footprint, high monolithic integration capability, fast response and ultrahigh sensitivity sensing ability, etc., will provide a promising platform for further developing lab-on-a-chip devices for biosensing and other functionalities.",0.63467884
152,095424c03a6e78279e47488552d961bc328f9c84,"Despite the availability of highly effective direct-acting antiviral (DAA) regimens for the treatment of hepatitis C virus (HCV) infections, sustained viral response (SVR) rates remain suboptimal for difficult-to-treat patient populations such as those with HCV genotype 3, cirrhosis or prior treatment experience, warranting development of more potent HCV replication antivirals. AT-527 is the hemi-sulfate salt of AT-511, a novel phosphoramidate prodrug of 2’-fluoro-2’-C-methylguanosine-5'-monophosphate that has potent in vitro activity against HCV. The EC(50) of AT-511, determined using HCV laboratory strains and clinical isolates with genotypes 1–5, ranged from 5–28 nM. The active 5'-triphosphate metabolite, AT-9010, specifically inhibited the HCV RNA-dependent RNA polymerase. AT-511 did not inhibit the replication of other selected RNA or DNA viruses in vitro. AT-511 was approximately 10-fold more active than sofosbuvir (SOF) against a panel of laboratory strains and clinical isolates of HCV genotypes 1–5 and remained fully active against S282T resistance-associated variants, with up to 58-fold more potency than SOF. In vitro, AT-511 did not inhibit human DNA polymerases or elicit cytotoxicity or mitochondrial toxicity at concentrations up to 100 μM. Unlike the other potent guanosine analogs PSI-938 and PSI-661, no mutagenic O(6)-alkylguanine bases were formed when incubated with cytochrome P450 (CYP) 3A4, and AT-511 had IC(50) values ≥25 μM against a panel of CYP enzymes. In hepatocytes from multiple species, the active triphosphate was the predominant metabolite produced from the prodrug, with a half-life of 10 h in human hepatocytes. When given orally to rats and monkeys, AT-527 preferentially delivered high levels of AT-9010 in the liver in vivo. These favorable preclinical attributes support the ongoing clinical development of AT-527 and suggest that, when used in combination with an HCV DAA from a different class, AT-527 may increase SVR rates, especially for difficult-to-treat patient populations, and could potentially shorten treatment duration for all patients.",0.63394177
163,78b06344bf1d834407a41bceb4999839085b0082,"To investigate CTL epitope applications in swine, SLA-1(*)1502-restricted peptide epitopes matching porcine reproductive and respiratory syndrome virus (PRRSV) strains were explored by crystallography, biochemistry, and the specific pathogen-free (SPF) swine experiments. First, nine predicted PRRSV peptides were tested by assembly of the peptide-SLA-1(*)1502 (pSLA-1(*)1502) complexes, and the crystal structure of the SLA-1(*)1502 complex with one peptide (NSP9-TMP9) was determined. The NSP9-TMP9 peptide conformation presented by pSLA-1(*)1502 is different from that of the peptides presented by the known pSLA-1(*)0401 and pSLA-3(*)hs0202 complexes. Two consecutive Pro residues make the turn between P3 and P4 of NSP9-TMP9 much sharper. The D pocket of pSLA-1(*)1502 is unique and is important for peptide binding. Next, the potential SLA-1(*)1502-restricted peptide epitopes matching four typical genetic PRRSV strains were identified based on the peptide-binding motif of SLA-1(*)1502 determined by structural analysis and alanine scanning of the NSP9-TMP9 peptide. The tetrameric complex of SLA-1(*)1502 and NSP9-TMP9 was constructed and examined. Finally, taking NSP9-TMP9 as an example, the CTL immunogenicity of the identified PRRSV peptide epitope was evaluated. The SPF swine expressing the SLA-1(*)1502 alleles were divided into three groups: modified live vaccine (MLV), MLV+NSP9-TMP9, and the blank control group. NSP9-TMP9 was determined as a PRRSV CTL epitope with strong immunogenicity by flow cytometry and IFN-γ expression. Our study developed an integrated approach to identify SLA-I-restricted CTL epitopes from various important viruses and is helpful in designing and applying effective peptide-based vaccines for swine.",0.6307876
